2025-03-25 17:25:17,039 | __main__ | INFO | Logger initialisé avec fichier : logs/pipeline/modelised\pipeline_nc_to_zarr_2025-03-25-17-25.log
2025-03-25 17:50:52,113 | __main__ | INFO | Conversion de pr vers int16
2025-03-25 17:50:52,113 | __main__ | INFO | Conversion d’unité de pr avec un facteur 3600
2025-03-25 17:50:52,116 | __main__ | INFO | Application d’un facteur d’encodage 10 pour pr
2025-03-25 17:50:52,118 | __main__ | INFO | Remplacement des NaN de pr par la sentinelle -9999
2025-03-25 17:50:52,123 | __main__ | INFO | Chargement finalisé pour data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_196601010030-196612312330.nc
2025-03-25 17:52:53,616 | __main__ | INFO | Aucune sentinelle détectée pour 'pr'
2025-03-25 17:52:54,376 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lat'
2025-03-25 17:52:54,873 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lon'
2025-03-25 17:52:54,873 | __main__ | INFO | Encodage appliqué pour data/processed/modelised/zarr\1966.zarr : {'pr': {'chunks': (8760, 100), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lat': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lon': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}}
2025-03-25 17:55:24,146 | __main__ | INFO | Fichier Zarr sauvegardé sous data/processed/modelised/zarr\1966.zarr
2025-03-25 17:55:24,146 | __main__ | INFO | --- Traitement du fichier NetCDF : data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_196701010030-196712312330.nc ---
2025-03-25 17:55:24,146 | __main__ | INFO | Variables demandées : ['pr']
2025-03-25 17:55:24,209 | __main__ | INFO | Dataset ouvert avec chunks natifs. Dimensions : {'time': 8760, 'y': 667, 'x': 847}
2025-03-25 17:55:24,210 | __main__ | INFO | Application du filtre spatial pur France (points)
2025-03-25 17:55:41,767 | __main__ | INFO | Dataset réduit aux points France. Dimensions : {'time': 8760, 'points': 87536}
2025-03-25 17:55:41,834 | __main__ | INFO | Dataset rechunké : {'pr': ((8760,), (100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 36))}
2025-03-25 17:55:41,835 | __main__ | INFO | Conversion de pr vers int16
2025-03-25 17:55:41,835 | __main__ | INFO | Conversion d’unité de pr avec un facteur 3600
2025-03-25 17:55:41,837 | __main__ | INFO | Application d’un facteur d’encodage 10 pour pr
2025-03-25 17:55:41,839 | __main__ | INFO | Remplacement des NaN de pr par la sentinelle -9999
2025-03-25 17:55:41,845 | __main__ | INFO | Chargement finalisé pour data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_196701010030-196712312330.nc
2025-03-25 17:57:42,781 | __main__ | INFO | Aucune sentinelle détectée pour 'pr'
2025-03-25 17:57:43,322 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lat'
2025-03-25 17:57:44,089 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lon'
2025-03-25 17:57:44,090 | __main__ | INFO | Encodage appliqué pour data/processed/modelised/zarr\1967.zarr : {'pr': {'chunks': (8760, 100), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lat': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lon': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}}
2025-03-25 18:00:14,961 | __main__ | INFO | Fichier Zarr sauvegardé sous data/processed/modelised/zarr\1967.zarr
2025-03-25 18:00:14,962 | __main__ | INFO | --- Traitement du fichier NetCDF : data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_196801010030-196812312330.nc ---
2025-03-25 18:00:14,962 | __main__ | INFO | Variables demandées : ['pr']
2025-03-25 18:00:15,012 | __main__ | INFO | Dataset ouvert avec chunks natifs. Dimensions : {'time': 8784, 'y': 667, 'x': 847}
2025-03-25 18:00:15,012 | __main__ | INFO | Application du filtre spatial pur France (points)
2025-03-25 18:00:32,818 | __main__ | INFO | Dataset réduit aux points France. Dimensions : {'time': 8784, 'points': 87536}
2025-03-25 18:00:32,880 | __main__ | INFO | Dataset rechunké : {'pr': ((8784,), (100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 36))}
2025-03-25 18:00:32,881 | __main__ | INFO | Conversion de pr vers int16
2025-03-25 18:00:32,882 | __main__ | INFO | Conversion d’unité de pr avec un facteur 3600
2025-03-25 18:00:32,885 | __main__ | INFO | Application d’un facteur d’encodage 10 pour pr
2025-03-25 18:00:32,887 | __main__ | INFO | Remplacement des NaN de pr par la sentinelle -9999
2025-03-25 18:00:32,892 | __main__ | INFO | Chargement finalisé pour data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_196801010030-196812312330.nc
2025-03-25 18:02:34,044 | __main__ | INFO | Aucune sentinelle détectée pour 'pr'
2025-03-25 18:02:34,766 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lat'
2025-03-25 18:02:35,276 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lon'
2025-03-25 18:02:35,277 | __main__ | INFO | Encodage appliqué pour data/processed/modelised/zarr\1968.zarr : {'pr': {'chunks': (8784, 100), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lat': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lon': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}}
2025-03-25 18:04:44,077 | __main__ | INFO | Fichier Zarr sauvegardé sous data/processed/modelised/zarr\1968.zarr
2025-03-25 18:04:44,078 | __main__ | INFO | --- Traitement du fichier NetCDF : data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_196901010030-196912312330.nc ---
2025-03-25 18:04:44,079 | __main__ | INFO | Variables demandées : ['pr']
2025-03-25 18:04:44,116 | __main__ | INFO | Dataset ouvert avec chunks natifs. Dimensions : {'time': 8760, 'y': 667, 'x': 847}
2025-03-25 18:04:44,116 | __main__ | INFO | Application du filtre spatial pur France (points)
2025-03-25 18:04:59,073 | __main__ | INFO | Dataset réduit aux points France. Dimensions : {'time': 8760, 'points': 87536}
2025-03-25 18:04:59,124 | __main__ | INFO | Dataset rechunké : {'pr': ((8760,), (100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 100, 36))}
2025-03-25 18:04:59,125 | __main__ | INFO | Conversion de pr vers int16
2025-03-25 18:04:59,125 | __main__ | INFO | Conversion d’unité de pr avec un facteur 3600
2025-03-25 18:04:59,126 | __main__ | INFO | Application d’un facteur d’encodage 10 pour pr
2025-03-25 18:04:59,127 | __main__ | INFO | Remplacement des NaN de pr par la sentinelle -9999
2025-03-25 18:04:59,131 | __main__ | INFO | Chargement finalisé pour data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_196901010030-196912312330.nc
2025-03-25 18:06:32,529 | __main__ | INFO | Aucune sentinelle détectée pour 'pr'
2025-03-25 18:06:32,918 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lat'
2025-03-25 18:06:33,534 | __main__ | INFO | Aucun NaN détecté pour la coordonnée 'lon'
2025-03-25 18:06:33,535 | __main__ | INFO | Encodage appliqué pour data/processed/modelised/zarr\1969.zarr : {'pr': {'chunks': (8760, 100), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lat': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}, 'lon': {'chunks': (100,), 'compressor': Blosc(cname='zstd', clevel=9, shuffle=SHUFFLE, blocksize=0)}}
2025-03-25 18:08:26,770 | __main__ | INFO | Fichier Zarr sauvegardé sous data/processed/modelised/zarr\1969.zarr
2025-03-25 18:08:26,771 | __main__ | INFO | --- Traitement du fichier NetCDF : data/raw/modelised\pr_ALPX-3_ERA5_evaluation_r1i1p1f1_CNRM-MF_CNRM-AROME46t1_v1-r1_1hr_197001010030-197012312330.nc ---
2025-03-25 18:08:26,771 | __main__ | INFO | Variables demandées : ['pr']
2025-03-25 18:08:26,830 | __main__ | INFO | Dataset ouvert avec chunks natifs. Dimensions : {'time': 8760, 'y': 667, 'x': 847}
2025-03-25 18:08:26,831 | __main__ | INFO | Application du filtre spatial pur France (points)
2025-03-25 18:08:40,603 | __main__ | INFO | Dataset réduit aux points France. Dimensions : {'time': 8760, 'points': 87536}
